date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:41:04	31100/31100	---M-Z	200	added ('OK')	text/html	date:Tue,%2008%20Sep%202020%2005:11:05%20GMT	http://mppolytechnic.ac.in/	C:/My%20Web%20Sites/mppolytechnic/mppolytechnic.ac.in/index.html	(from )
10:41:04	857/857	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2008%20Sep%202020%2005:11:05%20GMT	http://mppolytechnic.ac.in/robots.txt		(from )
10:41:05	1150/1150	---M--	200	added ('OK')	image/x-icon	etag:%22e23f6-47e-5ae273febb338%22	http://mppolytechnic.ac.in/images/favicon.ico	C:/My%20Web%20Sites/mppolytechnic/mppolytechnic.ac.in/images/favicon.ico	(from http://mppolytechnic.ac.in/)
10:41:08	17997/17997	---M--	200	added ('OK')	text/css	etag:%22e2548-464d-5ae277330e590%22	http://mppolytechnic.ac.in/layout/styles/layout.css	C:/My%20Web%20Sites/mppolytechnic/mppolytechnic.ac.in/layout/styles/layout.css	(from http://mppolytechnic.ac.in/)
10:41:10	69727/69727	---M--	200	added ('OK')	text/css	etag:%22e2352-1105f-5ae2705eb82c5%22	http://mppolytechnic.ac.in/css/animate.min.css	C:/My%20Web%20Sites/mppolytechnic/mppolytechnic.ac.in/css/animate.min.css	(from http://mppolytechnic.ac.in/)
10:41:12	2169/2169	---M-Z	403	error ('Forbidden')	text/html	date:Tue,%2008%20Sep%202020%2005:11:10%20GMT	http://translate.google.com/translate_a/element.js?cb=googleTranslateElementInit	C:/My%20Web%20Sites/mppolytechnic/translate.google.com/translate_a/element.4a0d8.delayed	(from http://mppolytechnic.ac.in/)
10:41:12	31100/31100	---M-Z	200	added ('OK')	text/html	date:Tue,%2008%20Sep%202020%2005:11:13%20GMT	http://mppolytechnic.ac.in/index.php	C:/My%20Web%20Sites/mppolytechnic/mppolytechnic.ac.in/index-2.html	(from http://mppolytechnic.ac.in/)
10:41:18	59819/59819	---M--	200	added ('OK')	image/png	etag:%22e23f7-e9ab-5ae27401d6dce%22	http://mppolytechnic.ac.in/images/new-mpp.png	C:/My%20Web%20Sites/mppolytechnic/mppolytechnic.ac.in/images/new-mpp.png	(from http://mppolytechnic.ac.in/)
10:41:19	32657/32657	---M-Z	200	added ('OK')	text/html	date:Tue,%2008%20Sep%202020%2005:11:20%20GMT	http://mppolytechnic.ac.in/mission-vision.php	C:/My%20Web%20Sites/mppolytechnic/mppolytechnic.ac.in/mission-vision.html	(from http://mppolytechnic.ac.in/)
10:41:19	32640/32640	---M-Z	200	added ('OK')	text/html	date:Tue,%2008%20Sep%202020%2005:11:20%20GMT	http://mppolytechnic.ac.in/principal-msg.php	C:/My%20Web%20Sites/mppolytechnic/mppolytechnic.ac.in/principal-msg.html	(from http://mppolytechnic.ac.in/)
10:41:20	19553/19553	---M-Z	200	added ('OK')	text/html	date:Tue,%2008%20Sep%202020%2005:11:21%20GMT	http://mppolytechnic.ac.in/chairman.php	C:/My%20Web%20Sites/mppolytechnic/mppolytechnic.ac.in/chairman.html	(from http://mppolytechnic.ac.in/)
10:41:21	18581/18581	---M-Z	200	added ('OK')	text/html	date:Tue,%2008%20Sep%202020%2005:11:22%20GMT	http://mppolytechnic.ac.in/List-of-principal.php	C:/My%20Web%20Sites/mppolytechnic/mppolytechnic.ac.in/List-of-principal.html	(from http://mppolytechnic.ac.in/)
10:41:21	40112/40112	---M-Z	200	added ('OK')	text/html	date:Tue,%2008%20Sep%202020%2005:11:23%20GMT	http://mppolytechnic.ac.in/commitee.php	C:/My%20Web%20Sites/mppolytechnic/mppolytechnic.ac.in/commitee.html	(from http://mppolytechnic.ac.in/)
10:41:28	33244/33244	---M-Z	200	added ('OK')	text/html	date:Tue,%2008%20Sep%202020%2005:11:16%20GMT	http://mppolytechnic.ac.in/about-us.php	C:/My%20Web%20Sites/mppolytechnic/mppolytechnic.ac.in/about-us.html	(from http://mppolytechnic.ac.in/)
10:41:29	20913/20913	---M-Z	200	added ('OK')	text/html	date:Tue,%2008%20Sep%202020%2005:11:30%20GMT	http://mppolytechnic.ac.in/academic-programmes.php	C:/My%20Web%20Sites/mppolytechnic/mppolytechnic.ac.in/academic-programmes.html	(from http://mppolytechnic.ac.in/)
10:41:29	20164/20164	---M-Z	200	added ('OK')	text/html	date:Tue,%2008%20Sep%202020%2005:11:30%20GMT	http://mppolytechnic.ac.in/syllabus.php	C:/My%20Web%20Sites/mppolytechnic/mppolytechnic.ac.in/syllabus.html	(from http://mppolytechnic.ac.in/)
10:41:31	588098/588098	---M-Z	200	added ('OK')	text/html	date:Tue,%2008%20Sep%202020%2005:11:31%20GMT	http://mppolytechnic.ac.in/online-study-material.php	C:/My%20Web%20Sites/mppolytechnic/mppolytechnic.ac.in/online-study-material.html	(from http://mppolytechnic.ac.in/)
10:41:33	18495/18495	---M-Z	200	added ('OK')	text/html	date:Tue,%2008%20Sep%202020%2005:11:33%20GMT	http://mppolytechnic.ac.in/admission.php	C:/My%20Web%20Sites/mppolytechnic/mppolytechnic.ac.in/admission.html	(from http://mppolytechnic.ac.in/)
10:41:33	18810/18810	---M-Z	200	added ('OK')	text/html	date:Tue,%2008%20Sep%202020%2005:11:34%20GMT	http://mppolytechnic.ac.in/fee-structure.php	C:/My%20Web%20Sites/mppolytechnic/mppolytechnic.ac.in/fee-structure.html	(from http://mppolytechnic.ac.in/)
10:41:34	42103/42103	---M-Z	200	added ('OK')	text/html	date:Tue,%2008%20Sep%202020%2005:11:35%20GMT	http://mppolytechnic.ac.in/civil-department.php	C:/My%20Web%20Sites/mppolytechnic/mppolytechnic.ac.in/civil-department.html	(from http://mppolytechnic.ac.in/)
10:41:35	42100/42100	---M-Z	200	added ('OK')	text/html	date:Tue,%2008%20Sep%202020%2005:11:36%20GMT	http://mppolytechnic.ac.in/electrical-department.php	C:/My%20Web%20Sites/mppolytechnic/mppolytechnic.ac.in/electrical-department.html	(from http://mppolytechnic.ac.in/)
10:41:35	42101/42101	---M-Z	200	added ('OK')	text/html	date:Tue,%2008%20Sep%202020%2005:11:36%20GMT	http://mppolytechnic.ac.in/mechanical-department.php	C:/My%20Web%20Sites/mppolytechnic/mppolytechnic.ac.in/mechanical-department.html	(from http://mppolytechnic.ac.in/)
10:41:36	42102/42102	---M-Z	200	added ('OK')	text/html	date:Tue,%2008%20Sep%202020%2005:11:37%20GMT	http://mppolytechnic.ac.in/mechanical-cad-department.php	C:/My%20Web%20Sites/mppolytechnic/mppolytechnic.ac.in/mechanical-cad-department.html	(from http://mppolytechnic.ac.in/)
10:41:36	42101/42101	---M-Z	200	added ('OK')	text/html	date:Tue,%2008%20Sep%202020%2005:11:37%20GMT	http://mppolytechnic.ac.in/computer-science-department.php	C:/My%20Web%20Sites/mppolytechnic/mppolytechnic.ac.in/computer-science-department.html	(from http://mppolytechnic.ac.in/)
10:41:37	42099/42099	---M-Z	200	added ('OK')	text/html	date:Tue,%2008%20Sep%202020%2005:11:38%20GMT	http://mppolytechnic.ac.in/electronics-department.php	C:/My%20Web%20Sites/mppolytechnic/mppolytechnic.ac.in/electronics-department.html	(from http://mppolytechnic.ac.in/)
10:41:37	42105/42105	---M-Z	200	added ('OK')	text/html	date:Tue,%2008%20Sep%202020%2005:11:38%20GMT	http://mppolytechnic.ac.in/architecture-department.php	C:/My%20Web%20Sites/mppolytechnic/mppolytechnic.ac.in/architecture-department.html	(from http://mppolytechnic.ac.in/)
10:41:38	42103/42103	---M-Z	200	added ('OK')	text/html	date:Tue,%2008%20Sep%202020%2005:11:39%20GMT	http://mppolytechnic.ac.in/marketing-sales-management.php	C:/My%20Web%20Sites/mppolytechnic/mppolytechnic.ac.in/marketing-sales-management.html	(from http://mppolytechnic.ac.in/)
10:41:39	17910/17910	---M-Z	200	added ('OK')	text/html	date:Tue,%2008%20Sep%202020%2005:11:40%20GMT	http://mppolytechnic.ac.in/single-student-placement.php	C:/My%20Web%20Sites/mppolytechnic/mppolytechnic.ac.in/single-student-placement.html	(from http://mppolytechnic.ac.in/)
10:41:39	37452/37452	---M-Z	200	added ('OK')	text/html	date:Tue,%2008%20Sep%202020%2005:11:40%20GMT	http://mppolytechnic.ac.in/hostel.php	C:/My%20Web%20Sites/mppolytechnic/mppolytechnic.ac.in/hostel.html	(from http://mppolytechnic.ac.in/)
10:41:40	37446/37446	---M-Z	200	added ('OK')	text/html	date:Tue,%2008%20Sep%202020%2005:11:41%20GMT	http://mppolytechnic.ac.in/library.php	C:/My%20Web%20Sites/mppolytechnic/mppolytechnic.ac.in/library.html	(from http://mppolytechnic.ac.in/)
10:41:40	37448/37448	---M-Z	200	added ('OK')	text/html	date:Tue,%2008%20Sep%202020%2005:11:41%20GMT	http://mppolytechnic.ac.in/sport.php	C:/My%20Web%20Sites/mppolytechnic/mppolytechnic.ac.in/sport.html	(from http://mppolytechnic.ac.in/)
10:41:41	37450/37450	---M-Z	200	added ('OK')	text/html	date:Tue,%2008%20Sep%202020%2005:11:42%20GMT	http://mppolytechnic.ac.in/seminar.php	C:/My%20Web%20Sites/mppolytechnic/mppolytechnic.ac.in/seminar.html	(from http://mppolytechnic.ac.in/)
10:41:41	37452/37452	---M-Z	200	added ('OK')	text/html	date:Tue,%2008%20Sep%202020%2005:11:42%20GMT	http://mppolytechnic.ac.in/power.php	C:/My%20Web%20Sites/mppolytechnic/mppolytechnic.ac.in/power.html	(from http://mppolytechnic.ac.in/)
10:41:42	25309/25309	---M-Z	200	added ('OK')	text/html	date:Tue,%2008%20Sep%202020%2005:11:43%20GMT	http://mppolytechnic.ac.in/contact-us.php	C:/My%20Web%20Sites/mppolytechnic/mppolytechnic.ac.in/contact-us.html	(from http://mppolytechnic.ac.in/)
10:41:43	25326/25326	---M-Z	200	added ('OK')	text/html	date:Tue,%2008%20Sep%202020%2005:11:43%20GMT	http://mppolytechnic.ac.in/map-location.php	C:/My%20Web%20Sites/mppolytechnic/mppolytechnic.ac.in/map-location.html	(from http://mppolytechnic.ac.in/)
10:41:43	25327/25327	---M-Z	200	added ('OK')	text/html	date:Tue,%2008%20Sep%202020%2005:11:44%20GMT	http://mppolytechnic.ac.in/phone-directory.php	C:/My%20Web%20Sites/mppolytechnic/mppolytechnic.ac.in/phone-directory.html	(from http://mppolytechnic.ac.in/)
10:41:44	25330/25330	---M-Z	200	added ('OK')	text/html	date:Tue,%2008%20Sep%202020%2005:11:45%20GMT	http://mppolytechnic.ac.in/feedback.php	C:/My%20Web%20Sites/mppolytechnic/mppolytechnic.ac.in/feedback.html	(from http://mppolytechnic.ac.in/)
10:41:49	258570/258570	---M--	200	added ('OK')	image/png	etag:%22e2403-3f20a-5ae274393ba83%22	http://mppolytechnic.ac.in/images/logo/mahant-circle.png	C:/My%20Web%20Sites/mppolytechnic/mppolytechnic.ac.in/images/logo/mahant-circle.png	(from http://mppolytechnic.ac.in/)
10:41:54	235793/235793	---M--	200	added ('OK')	application/pdf	etag:%22e2255-39911-5ae267f93273e%22	http://mppolytechnic.ac.in/attachment/EOA_AICTE/EOA_Report_2019-20.PDF	C:/My%20Web%20Sites/mppolytechnic/mppolytechnic.ac.in/attachment/EOA_AICTE/EOA_Report_2019-20.pdf	(from http://mppolytechnic.ac.in/)
10:42:02	149413/149413	---M--	200	added ('OK')	image/jpeg	etag:%22e2408-247a5-5ae27447b0dce%22	http://mppolytechnic.ac.in/images/slider/slide1.jpg	C:/My%20Web%20Sites/mppolytechnic/mppolytechnic.ac.in/images/slider/slide1.jpg	(from http://mppolytechnic.ac.in/)
10:42:03	117793/117793	---M--	200	added ('OK')	image/jpeg	etag:%22e2409-1cc21-5ae2744720931%22	http://mppolytechnic.ac.in/images/slider/slide2.jpg	C:/My%20Web%20Sites/mppolytechnic/mppolytechnic.ac.in/images/slider/slide2.jpg	(from http://mppolytechnic.ac.in/)
10:42:11	138315/138315	---M--	200	added ('OK')	image/jpeg	etag:%22e240b-21c4b-5ae2744cd19e7%22	http://mppolytechnic.ac.in/images/slider/slide3.jpg	C:/My%20Web%20Sites/mppolytechnic/mppolytechnic.ac.in/images/slider/slide3.jpg	(from http://mppolytechnic.ac.in/)
10:42:21	77387/77387	---M--	200	added ('OK')	image/jpeg	etag:%22e240d-12e4b-5ae2745145c42%22	http://mppolytechnic.ac.in/images/slider/slide6.jpg	C:/My%20Web%20Sites/mppolytechnic/mppolytechnic.ac.in/images/slider/slide6.jpg	(from http://mppolytechnic.ac.in/)
10:42:22	24695/24695	---M-Z	200	added ('OK')	text/html	date:Tue,%2008%20Sep%202020%2005:12:23%20GMT	http://mppolytechnic.ac.in/grievance-submission.php	C:/My%20Web%20Sites/mppolytechnic/mppolytechnic.ac.in/grievance-submission.html	(from http://mppolytechnic.ac.in/)
10:42:23	2116/2116	---M-Z	200	added ('OK')	text/html	date:Tue,%2008%20Sep%202020%2005:12:24%20GMT	http://mppolytechnic.ac.in/mp-student/login.php	C:/My%20Web%20Sites/mppolytechnic/mppolytechnic.ac.in/mp-student/login.html	(from http://mppolytechnic.ac.in/)
10:42:23	52187/52187	---M-Z	200	added ('OK')	text/html	date:Tue,%2008%20Sep%202020%2005:12:24%20GMT	http://mppolytechnic.ac.in/faculties.php	C:/My%20Web%20Sites/mppolytechnic/mppolytechnic.ac.in/faculties.html	(from http://mppolytechnic.ac.in/)
10:42:23	167270/167270	---M--	200	added ('OK')	image/jpeg	etag:%22e240a-28d66-5ae2744d3fba4%22	http://mppolytechnic.ac.in/images/slider/slide4.jpg	C:/My%20Web%20Sites/mppolytechnic/mppolytechnic.ac.in/images/slider/slide4.jpg	(from http://mppolytechnic.ac.in/)
10:42:24	2455/2455	---M--	200	added ('OK')	image/gif	etag:%22e23f8-997-5ae274012c738%22	http://mppolytechnic.ac.in/images/new_red.gif	C:/My%20Web%20Sites/mppolytechnic/mppolytechnic.ac.in/images/new_red.gif	(from http://mppolytechnic.ac.in/)
10:42:25	182523/182523	---M--	200	added ('OK')	image/jpeg	etag:%22e240c-2c8fb-5ae27451c767f%22	http://mppolytechnic.ac.in/images/slider/slide5.jpg	C:/My%20Web%20Sites/mppolytechnic/mppolytechnic.ac.in/images/slider/slide5.jpg	(from http://mppolytechnic.ac.in/)
10:42:43	137136/137136	---M--	200	added ('OK')	image/jpeg	etag:%22e402d-217b0-5ae6b22e0a128%22	http://mppolytechnic.ac.in/attachment/NOTICE%20BOARD/IMG_20200903_214802.jpg	C:/My%20Web%20Sites/mppolytechnic/mppolytechnic.ac.in/attachment/NOTICE%20BOARD/IMG_20200903_214802.jpg	(from http://mppolytechnic.ac.in/)
10:42:43	22443/22443	---M-Z	200	added ('OK')	text/html	date:Tue,%2008%20Sep%202020%2005:12:44%20GMT	http://mppolytechnic.ac.in/Cultural-Programme.php	C:/My%20Web%20Sites/mppolytechnic/mppolytechnic.ac.in/Cultural-Programme.html	(from http://mppolytechnic.ac.in/)
10:43:13	390953/390953	---M--	200	added ('OK')	application/pdf	etag:%22e429c-5f729-5ae52474a6155%22	http://mppolytechnic.ac.in/attachment/NOTICE%20BOARD/CamScanner%2009-02-2020%2016.02.40.pdf	C:/My%20Web%20Sites/mppolytechnic/mppolytechnic.ac.in/attachment/NOTICE%20BOARD/CamScanner%2009-02-2020%2016.02.40.pdf	(from http://mppolytechnic.ac.in/)
10:43:13	31591/31591	---M-Z	200	added ('OK')	text/html	date:Tue,%2008%20Sep%202020%2005:13:14%20GMT	http://mppolytechnic.ac.in/Sports-Games.php	C:/My%20Web%20Sites/mppolytechnic/mppolytechnic.ac.in/Sports-Games.html	(from http://mppolytechnic.ac.in/)
10:43:14	246392/246392	---M--	200	added ('OK')	image/jpeg	etag:%22e23ac-3c278-5ae27302b5468%22	http://mppolytechnic.ac.in/gallery/CULTURAL%20CONVOCATION/DSC_3626.JPG	C:/My%20Web%20Sites/mppolytechnic/mppolytechnic.ac.in/gallery/CULTURAL%20CONVOCATION/DSC_3626.jpg	(from http://mppolytechnic.ac.in/)
10:43:15	30303/30303	---M-Z	200	added ('OK')	text/html	date:Tue,%2008%20Sep%202020%2005:13:16%20GMT	http://mppolytechnic.ac.in/News-Events.php	C:/My%20Web%20Sites/mppolytechnic/mppolytechnic.ac.in/News-Events.html	(from http://mppolytechnic.ac.in/)
10:43:27	107789/107789	---M--	200	added ('OK')	image/jpeg	etag:%22e23f3-1a50d-5ae273f5eefbc%22	http://mppolytechnic.ac.in/gallery/SPORTS/IMG_9154.jpg	C:/My%20Web%20Sites/mppolytechnic/mppolytechnic.ac.in/gallery/SPORTS/IMG_9154.jpg	(from http://mppolytechnic.ac.in/)
10:43:27	22052/22052	---M-Z	200	added ('OK')	text/html	date:Tue,%2008%20Sep%202020%2005:13:28%20GMT	http://mppolytechnic.ac.in/ncc-gallery.php	C:/My%20Web%20Sites/mppolytechnic/mppolytechnic.ac.in/ncc-gallery.html	(from http://mppolytechnic.ac.in/)
10:43:31	140096/140096	---M--	200	added ('OK')	image/jpeg	etag:%22e23c3-22340-5ae2737806829%22	http://mppolytechnic.ac.in/gallery/NEWS%20&%20EVENTS/11.jpeg	C:/My%20Web%20Sites/mppolytechnic/mppolytechnic.ac.in/gallery/NEWS%20&%20EVENTS/11.jpg	(from http://mppolytechnic.ac.in/)
10:43:35	33950/33950	---M-Z	200	added ('OK')	text/html	date:Tue,%2008%20Sep%202020%2005:13:34%20GMT	https://mppolytechnic.ac.in/webmail	C:/My%20Web%20Sites/mppolytechnic/mppolytechnic.ac.in/webmail.html	(from http://mppolytechnic.ac.in/)
10:43:36	1355/1355	---M-Z	200	added ('OK')	text/html	date:Tue,%2008%20Sep%202020%2005:13:37%20GMT	http://mppolytechnic.ac.in/mp-library/	C:/My%20Web%20Sites/mppolytechnic/mppolytechnic.ac.in/mp-library/index.html	(from http://mppolytechnic.ac.in/)
10:43:41	715908/715908	---M--	200	added ('OK')	application/pdf	etag:%22e428c-aec84-5ae6856219421%22	http://mppolytechnic.ac.in/attachment/NOTICE%20BOARD/CamScanner%2009-03-2020%2018.21.30.pdf	C:/My%20Web%20Sites/mppolytechnic/mppolytechnic.ac.in/attachment/NOTICE%20BOARD/CamScanner%2009-03-2020%2018.21.30.pdf	(from http://mppolytechnic.ac.in/)
10:43:47	17896/17896	---M-Z	200	added ('OK')	text/html	date:Tue,%2008%20Sep%202020%2005:13:43%20GMT	http://mppolytechnic.ac.in/useful-links.php	C:/My%20Web%20Sites/mppolytechnic/mppolytechnic.ac.in/useful-links.html	(from http://mppolytechnic.ac.in/)
10:44:07	1568/1568	---M--	200	added ('OK')	image/gif	etag:%22e2387-620-5ae27148c5b73%22	http://mppolytechnic.ac.in/digits/4/2.gif	C:/My%20Web%20Sites/mppolytechnic/mppolytechnic.ac.in/digits/4/2.gif	(from http://mppolytechnic.ac.in/)
10:44:08	1544/1544	---M--	200	added ('OK')	image/gif	etag:%22e238b-608-5ae271564fcfd%22	http://mppolytechnic.ac.in/digits/4/6.gif	C:/My%20Web%20Sites/mppolytechnic/mppolytechnic.ac.in/digits/4/6.gif	(from http://mppolytechnic.ac.in/)
10:44:09	1550/1550	---M--	200	added ('OK')	image/gif	etag:%22e238e-60e-5ae27164da809%22	http://mppolytechnic.ac.in/digits/4/9.gif	C:/My%20Web%20Sites/mppolytechnic/mppolytechnic.ac.in/digits/4/9.gif	(from http://mppolytechnic.ac.in/)
10:44:13	2766/2766	---M--	200	added ('OK')	application/javascript	etag:%22e2424-ace-5ae2749d565b6%22	http://mppolytechnic.ac.in/js/validate.js	C:/My%20Web%20Sites/mppolytechnic/mppolytechnic.ac.in/js/validate.js	(from http://mppolytechnic.ac.in/)
10:44:19	85655/85655	---M--	200	added ('OK')	application/javascript	etag:%22e2542-14e97-5ae27724b6ed6%22	http://mppolytechnic.ac.in/layout/scripts/jquery.min.js	C:/My%20Web%20Sites/mppolytechnic/mppolytechnic.ac.in/layout/scripts/jquery.min.js	(from http://mppolytechnic.ac.in/)
10:44:19	589/589	---M--	200	added ('OK')	application/javascript	etag:%22e2541-24d-5ae2771f34451%22	http://mppolytechnic.ac.in/layout/scripts/jquery.backtotop.js	C:/My%20Web%20Sites/mppolytechnic/mppolytechnic.ac.in/layout/scripts/jquery.backtotop.js	(from http://mppolytechnic.ac.in/)
10:44:21	800/800	---M--	200	added ('OK')	application/javascript	etag:%22e2543-320-5ae27724ba586%22	http://mppolytechnic.ac.in/layout/scripts/jquery.mobilemenu.js	C:/My%20Web%20Sites/mppolytechnic/mppolytechnic.ac.in/layout/scripts/jquery.mobilemenu.js	(from http://mppolytechnic.ac.in/)
10:44:25	23485/23485	---M--	200	added ('OK')	application/javascript	etag:%22e2540-5bbd-5ae2771fdb820%22	http://mppolytechnic.ac.in/layout/scripts/jquery.flexslider-min.js	C:/My%20Web%20Sites/mppolytechnic/mppolytechnic.ac.in/layout/scripts/jquery.flexslider-min.js	(from http://mppolytechnic.ac.in/)
10:44:29	51039/51039	---M--	200	added ('OK')	application/javascript	etag:%22e241f-c75f-5ae2748edb4ab%22	http://mppolytechnic.ac.in/js/bootstrap.min.js	C:/My%20Web%20Sites/mppolytechnic/mppolytechnic.ac.in/js/bootstrap.min.js	(from http://mppolytechnic.ac.in/)
10:44:46	27448/27448	---M--	200	added ('OK')	text/css	etag:%22e2546-6b38-5ae2772fb3f10%22	http://mppolytechnic.ac.in/layout/styles/fontawesome-4.5.0.min.css	C:/My%20Web%20Sites/mppolytechnic/mppolytechnic.ac.in/layout/styles/fontawesome-4.5.0.min.css	(from http://mppolytechnic.ac.in/layout/styles/layout.css)
10:44:47	3164/3164	---M--	200	added ('OK')	text/css	etag:%22e2547-c5c-5ae2772f15bca%22	http://mppolytechnic.ac.in/layout/styles/custom.flexslider.css	C:/My%20Web%20Sites/mppolytechnic/mppolytechnic.ac.in/layout/styles/custom.flexslider.css	(from http://mppolytechnic.ac.in/layout/styles/layout.css)
10:44:48	4330/4330	---M--	200	added ('OK')	text/css	etag:%22e2549-10ea-5ae277330ba98%22	http://mppolytechnic.ac.in/layout/styles/framework.css	C:/My%20Web%20Sites/mppolytechnic/mppolytechnic.ac.in/layout/styles/framework.css	(from http://mppolytechnic.ac.in/layout/styles/layout.css)
10:44:48	1560/1560	---M--	200	added ('OK')	image/gif	etag:%22e238c-618-5ae2715c8ef29%22	http://mppolytechnic.ac.in/digits/4/7.gif	C:/My%20Web%20Sites/mppolytechnic/mppolytechnic.ac.in/digits/4/7.gif	(from http://mppolytechnic.ac.in/index.php)
10:44:49	1544/1544	---M--	200	added ('OK')	image/gif	etag:%22e2385-608-5ae2713ea3359%22	http://mppolytechnic.ac.in/digits/4/0.gif	C:/My%20Web%20Sites/mppolytechnic/mppolytechnic.ac.in/digits/4/0.gif	(from http://mppolytechnic.ac.in/index.php)
10:44:51	1558/1558	---M--	200	added ('OK')	image/gif	etag:%22e2386-616-5ae27143e569c%22	http://mppolytechnic.ac.in/digits/4/1.gif	C:/My%20Web%20Sites/mppolytechnic/mppolytechnic.ac.in/digits/4/1.gif	(from http://mppolytechnic.ac.in/about-us.php)
10:44:52	1558/1558	---M--	200	added ('OK')	image/gif	etag:%22e2388-616-5ae2714b367a2%22	http://mppolytechnic.ac.in/digits/4/3.gif	C:/My%20Web%20Sites/mppolytechnic/mppolytechnic.ac.in/digits/4/3.gif	(from http://mppolytechnic.ac.in/principal-msg.php)
10:44:52	1553/1553	---M--	200	added ('OK')	image/gif	etag:%22e2389-611-5ae2714ea1f93%22	http://mppolytechnic.ac.in/digits/4/4.gif	C:/My%20Web%20Sites/mppolytechnic/mppolytechnic.ac.in/digits/4/4.gif	(from http://mppolytechnic.ac.in/chairman.php)
10:44:53	1542/1542	---M--	200	added ('OK')	image/gif	etag:%22e238a-606-5ae27153906fb%22	http://mppolytechnic.ac.in/digits/4/5.gif	C:/My%20Web%20Sites/mppolytechnic/mppolytechnic.ac.in/digits/4/5.gif	(from http://mppolytechnic.ac.in/List-of-principal.php)
10:44:58	46024/46024	---M--	200	added ('OK')	image/jpeg	etag:%22e2294-b3c8-5ae26dc1be409%22	http://mppolytechnic.ac.in/attachment/teacher-img/mypicappy%20-%2050kb.jpg	C:/My%20Web%20Sites/mppolytechnic/mppolytechnic.ac.in/attachment/teacher-img/mypicappy%20-%2050kb.jpg	(from http://mppolytechnic.ac.in/commitee.php)
10:45:03	48325/48325	---M--	200	added ('OK')	image/jpeg	etag:%22e226a-bcc5-5ae268f7a5378%22	http://mppolytechnic.ac.in/attachment/teacher-img/1588957131217_1588957274245.jpg	C:/My%20Web%20Sites/mppolytechnic/mppolytechnic.ac.in/attachment/teacher-img/1588957131217_1588957274245.jpg	(from http://mppolytechnic.ac.in/commitee.php)
10:45:04	171525/171525	---M--	200	added ('OK')	image/jpeg	etag:%22e2401-29e05-5ae2743280fc2%22	http://mppolytechnic.ac.in/images/pi.jpeg	C:/My%20Web%20Sites/mppolytechnic/mppolytechnic.ac.in/images/pi.jpg	(from http://mppolytechnic.ac.in/about-us.php)
10:45:05	26332/26332	---M--	200	added ('OK')	image/jpeg	etag:%22e2270-66dc-5ae26cce8834b%22	http://mppolytechnic.ac.in/attachment/teacher-img/Copy%20of%20Picture%20001_2.jpg	C:/My%20Web%20Sites/mppolytechnic/mppolytechnic.ac.in/attachment/teacher-img/Copy%20of%20Picture%20001_2.jpg	(from http://mppolytechnic.ac.in/commitee.php)
10:45:06	1699/1699	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2008%20Sep%202020%2005:15:07%20GMT	http://mppolytechnic.ac.in/attachment/syllabus/Computer%20Science%20&%20Engg/2016-17/cse%202016-17%20batch.pdf	C:/My%20Web%20Sites/mppolytechnic/mppolytechnic.ac.in/attachment/syllabus/Computer%20Science%20&%20Engg/2016-17/cse%202016-17%20batch.pdf	(from http://mppolytechnic.ac.in/syllabus.php)
10:45:06	27594/27594	---M--	200	added ('OK')	image/gif	etag:%22e23f5-6bca-5ae273fad90d3%22	http://mppolytechnic.ac.in/images/33.gif	C:/My%20Web%20Sites/mppolytechnic/mppolytechnic.ac.in/images/33.gif	(from http://mppolytechnic.ac.in/syllabus.php)
10:45:06	1699/1699	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2008%20Sep%202020%2005:15:07%20GMT	http://mppolytechnic.ac.in/attachment/syllabus/Computer%20Science%20&%20Engg/2017-18/cse2017-18%20batch.pdf	C:/My%20Web%20Sites/mppolytechnic/mppolytechnic.ac.in/attachment/syllabus/Computer%20Science%20&%20Engg/2017-18/cse2017-18%20batch.pdf	(from http://mppolytechnic.ac.in/syllabus.php)
10:45:16	1699/1699	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2008%20Sep%202020%2005:15:17%20GMT	http://mppolytechnic.ac.in/attachment/syllabus/Computer%20Science%20&%20Engg/2018-19/cse%202018-19%20batch.pdf	C:/My%20Web%20Sites/mppolytechnic/mppolytechnic.ac.in/attachment/syllabus/Computer%20Science%20&%20Engg/2018-19/cse%202018-19%20batch.58.delayed	(from http://mppolytechnic.ac.in/syllabus.php)
10:45:23	232036/232036	---M--	200	added ('OK')	image/jpeg	etag:%22e23b9-38a64-5ae27349cd64c%22	http://mppolytechnic.ac.in/gallery/NCC/2.jpeg	C:/My%20Web%20Sites/mppolytechnic/mppolytechnic.ac.in/gallery/NCC/2.jpg	(from http://mppolytechnic.ac.in/)
